StudentID,Date,BehaviorType,Notes,note 1 ,note 2,note 3,note 4,note 5,note 6,note 7
S0231,10/30/2024,Late,According large suffer sure oil perhaps hope.,According,large,suffer,sure,oil,perhaps,hope
S0231,3/10/2025,Absent without notice,Model will likely international election value single.,Model,will,likely,international,election,value,single
S0231,1/11/2025,Absent without notice,Fire author end cultural friend.,Fire,author,end,cultural,friend,,
S0231,5/25/2025,Participative,Be cut enjoy language happen senior ever.,Be,cut,enjoy,language,happen,senior,ever
S0231,9/8/2024,Disruptive,Movie north performance which take stage.,Movie,north,performance,which,take,stage,
S0231,4/10/2025,Helpful,Two return rather available along hope maintain yard.,Two,return,rather,available,along,hope,maintain
S0231,5/27/2025,Participative,Our paper type relationship between fish.,Our,paper,type,relationship,between,fish,
S0232,9/2/2024,Participative,Above my management few.,Above,my,management,few,,,
S0232,8/5/2024,Participative,Fire perhaps account fight pay machine.,Fire,perhaps,account,fight,pay,machine,
S0232,2/22/2025,Disruptive,Win direction article across authority look among without.,Win,direction,article,across,authority,look,among
S0232,7/25/2024,Participative,But color social call goal year.,But,color,social,call,goal,year,
S0232,9/1/2024,Absent without notice,Put worry serve might difference yeah watch.,Put,worry,serve,might,difference,yeah,watch
S0233,8/21/2024,Absent without notice,Might break serve young bank.,Might,break,serve,young,bank,,
S0233,10/19/2024,Participative,Indicate gun past beyond.,Indicate,gun,past,beyond,,,
S0233,1/2/2025,Late,Force modern rise type despite house never shake.,Force,modern,rise,type,despite,house,never
S0233,3/11/2025,Late,Hour moment ago hit protect structure mouth.,Hour,moment,ago,hit,protect,structure,mouth
S0233,2/8/2025,Late,Nation performance carry budget debate both across keep.,Nation,performance,carry,budget,debate,both,across
S0233,2/22/2025,Participative,Beautiful off city improve property drug name.,Beautiful,off,city,improve,property,drug,name
S0233,11/8/2024,Participative,Model anyone rate oil war upon.,Model,anyone,rate,oil,war,upon,
S0233,2/10/2025,Disruptive,Personal show crime pressure pass television own support.,Personal,show,crime,pressure,pass,television,own
S0233,2/2/2025,Absent without notice,Want station civil suddenly.,Want,station,civil,suddenly,,,
S0233,2/18/2025,Late,Produce thank all report white mind such.,Produce,thank,all,report,white,mind,such
S0234,4/3/2025,Disruptive,In race ahead window once magazine.,In,race,ahead,window,once,magazine,
S0234,9/26/2024,Helpful,Maybe air feel right.,Maybe,air,feel,right,,,
S0234,9/20/2024,Disruptive,Serious series however central Republican.,Serious,series,however,central,Republican,,
S0234,3/15/2025,Helpful,Relationship exist both off kind.,Relationship,exist,both,off,kind,,
S0234,9/23/2024,Participative,Air adult value approach tax lead represent professor.,Air,adult,value,approach,tax,lead,represent
S0234,2/21/2025,Absent without notice,Once strong during movie past quality.,Once,strong,during,movie,past,quality,
S0234,5/9/2025,Helpful,Tough ready coach effort interesting money thing area.,Tough,ready,coach,effort,interesting,money,thing
S0234,10/24/2024,Absent without notice,Environmental artist us avoid black.,Environmental,artist,us,avoid,black,,
S0234,11/3/2024,Participative,Seven face study field business less.,Seven,face,study,field,business,less,
S0234,11/15/2024,Participative,Learn any show nothing.,Learn,any,show,nothing,,,
S0235,5/12/2025,Absent without notice,Few season PM prove movie just maybe.,Few,season,PM,prove,movie,just,maybe
S0235,1/5/2025,Helpful,Child specific Mr hospital attention.,Child,specific,Mr,hospital,attention,,
S0235,7/18/2024,Absent without notice,Stay whatever large enjoy which when exactly.,Stay,whatever,large,enjoy,which,when,exactly
S0236,5/6/2025,Participative,Much western mind wind.,Much,western,mind,wind,,,
S0236,11/19/2024,Late,Science need economic box simply foot.,Science,need,economic,box,simply,foot,
S0236,8/25/2024,Disruptive,World wear almost say way start.,World,wear,almost,say,way,start,
S0236,9/11/2024,Late,Build think foot represent school.,Build,think,foot,represent,school,,
S0236,8/29/2024,Participative,Draw treat scientist available especially benefit.,Draw,treat,scientist,available,especially,benefit,
S0236,4/30/2025,Disruptive,Boy condition partner none activity despite seek.,Boy,condition,partner,none,activity,despite,seek
S0237,4/12/2025,Participative,Play church best despite hold now boy.,Play,church,best,despite,hold,now,boy
S0237,9/29/2024,Late,Light TV home hear similar find.,Light,TV,home,hear,similar,find,
S0237,2/15/2025,Helpful,Upon something operation choice discover general.,Upon,something,operation,choice,discover,general,
S0237,11/8/2024,Helpful,Total ability student coach nature leg.,Total,ability,student,coach,nature,leg,
S0237,11/23/2024,Participative,Box agency difference.,Box,agency,difference,,,,
S0237,3/3/2025,Late,Drop choice quite identify evidence draw.,Drop,choice,quite,identify,evidence,draw,
S0238,4/2/2025,Participative,See mother fight feel.,See,mother,fight,feel,,,
S0238,8/30/2024,Disruptive,Win pass never whether doctor their.,Win,pass,never,whether,doctor,their,
S0238,5/19/2025,Late,Less control sing Congress moment particular.,Less,control,sing,Congress,moment,particular,
S0238,11/30/2024,Helpful,Think environment local nearly light.,Think,environment,local,nearly,light,,
S0238,7/24/2024,Helpful,Data response process civil clear knowledge he.,Data,response,process,civil,clear,knowledge,he
S0238,5/12/2025,Participative,Audience industry mouth realize morning tend.,Audience,industry,mouth,realize,morning,tend,
S0238,2/1/2025,Helpful,System know financial shoulder.,System,know,financial,shoulder,,,
S0238,5/24/2025,Helpful,Trip politics herself trouble game resource.,Trip,politics,herself,trouble,game,resource,
S0238,3/15/2025,Late,Discussion church party leave represent name those.,Discussion,church,party,leave,represent,name,those
S0238,9/17/2024,Participative,Effort book box well simple ten.,Effort,book,box,well,simple,ten,
S0239,10/28/2024,Helpful,Total game control coach dinner size themselves.,Total,game,control,coach,dinner,size,themselves
S0239,10/9/2024,Late,Worry couple purpose least least.,Worry,couple,purpose,least,least,,
S0239,5/16/2025,Absent without notice,Son market education player TV smile be.,Son,market,education,player,TV,smile,be
S0239,2/5/2025,Disruptive,While some alone range mention follow.,While,some,alone,range,mention,follow,
S0239,5/7/2025,Disruptive,Without nor may impact fill you himself.,Without,nor,may,impact,fill,you,himself
S0239,9/30/2024,Disruptive,Will American particular statement.,Will,American,particular,statement,,,
S0239,8/25/2024,Participative,Right up most approach war person public.,Right,up,most,approach,war,person,public
S0240,2/20/2025,Participative,Current newspaper blue will theory writer.,Current,newspaper,blue,will,theory,writer,
S0240,7/18/2024,Late,Trade whether international however.,Trade,whether,international,however,,,
S0240,8/14/2024,Absent without notice,Change southern citizen job spend budget.,Change,southern,citizen,job,spend,budget,
S0240,2/8/2025,Late,Increase themselves firm under them.,Increase,themselves,firm,under,them,,
S0240,6/1/2025,Helpful,Including machine center himself change rock.,Including,machine,center,himself,change,rock,
S0240,12/21/2024,Late,Catch word player season.,Catch,word,player,season,,,
S0240,9/28/2024,Helpful,Hospital do glass call.,Hospital,do,glass,call,,,
S0240,3/18/2025,Disruptive,Open area yard degree Congress each player.,Open,area,yard,degree,Congress,each,player
S0240,9/20/2024,Late,Mean probably on really situation film account avoid.,Mean,probably,on,really,situation,film,account
S0241,11/29/2024,Disruptive,Whom eight leg argue door enter moment.,Whom,eight,leg,argue,door,enter,moment
S0241,3/13/2025,Disruptive,View enjoy full main.,View,enjoy,full,main,,,
S0241,6/29/2024,Late,Media any day light.,Media,any,day,light,,,
S0241,10/5/2024,Participative,Want fly human single memory.,Want,fly,human,single,memory,,
S0242,5/10/2025,Helpful,Government line exist million.,Government,line,exist,million,,,
S0242,9/21/2024,Late,Way tree family without.,Way,tree,family,without,,,
S0242,12/24/2024,Participative,Animal thousand cut its night figure rate.,Animal,thousand,cut,its,night,figure,rate
S0242,5/28/2025,Absent without notice,Always around peace eat deep.,Always,around,peace,eat,deep,,
S0242,12/26/2024,Helpful,Bill morning another market career indicate raise.,Bill,morning,another,market,career,indicate,raise
S0242,11/18/2024,Late,Officer visit fish clearly feeling election.,Officer,visit,fish,clearly,feeling,election,
S0242,9/16/2024,Absent without notice,Reduce stay community news us.,Reduce,stay,community,news,us,,
S0242,1/29/2025,Late,Financial beautiful no machine once say.,Financial,beautiful,no,machine,once,say,
S0242,1/19/2025,Absent without notice,Glass senior article.,Glass,senior,article,,,,
S0242,8/31/2024,Late,Age language respond song option tonight.,Age,language,respond,song,option,tonight,
S0243,7/21/2024,Disruptive,Rich staff magazine leave same son.,Rich,staff,magazine,leave,same,son,
S0243,1/12/2025,Disruptive,Follow themselves especially member success stand inside.,Follow,themselves,especially,member,success,stand,inside
S0243,5/2/2025,Disruptive,Understand news trouble attack whom news upon.,Understand,news,trouble,attack,whom,news,upon
S0243,4/16/2025,Disruptive,Firm smile realize drive data entire reduce value.,Firm,smile,realize,drive,data,entire,reduce
S0244,1/21/2025,Disruptive,Mrs claim as drop above simple if.,Mrs,claim,as,drop,above,simple,if
S0244,1/5/2025,Helpful,Order mouth policy everyone those could drop national.,Order,mouth,policy,everyone,those,could,drop
S0244,7/21/2024,Disruptive,Street her fine my teacher growth.,Street,her,fine,my,teacher,growth,
S0245,6/4/2025,Absent without notice,Behavior member want stage affect issue popular.,Behavior,member,want,stage,affect,issue,popular
S0245,10/13/2024,Helpful,Physical like technology claim wall.,Physical,like,technology,claim,wall,,
S0245,3/26/2025,Helpful,Company star season suggest.,Company,star,season,suggest,,,
S0245,1/25/2025,Late,Site full generation morning cover cut.,Site,full,generation,morning,cover,cut,
S0245,10/15/2024,Disruptive,Practice often view season.,Practice,often,view,season,,,
S0246,2/17/2025,Absent without notice,Real book expect bill condition.,Real,book,expect,bill,condition,,
S0246,7/7/2024,Helpful,Quite cover might there police receive way.,Quite,cover,might,there,police,receive,way
S0246,6/7/2025,Participative,Walk represent cause about hope success.,Walk,represent,cause,about,hope,success,
S0246,6/21/2024,Late,Something Congress hold dark issue.,Something,Congress,hold,dark,issue,,
S0246,8/3/2024,Disruptive,Perform forward part blood discussion.,Perform,forward,part,blood,discussion,,
S0246,11/11/2024,Participative,Necessary money adult unit south wrong how.,Necessary,money,adult,unit,south,wrong,how
S0247,1/28/2025,Disruptive,Bill teach assume as can can.,Bill,teach,assume,as,can,can,
S0247,9/21/2024,Disruptive,Education simple figure travel seven message seek.,Education,simple,figure,travel,seven,message,seek
S0247,7/7/2024,Absent without notice,Teacher job administration beautiful wide student consumer.,Teacher,job,administration,beautiful,wide,student,consumer
S0247,4/23/2025,Helpful,Organization staff camera tree operation among recently.,Organization,staff,camera,tree,operation,among,recently
S0247,12/29/2024,Disruptive,Federal mention idea fire which behavior.,Federal,mention,idea,fire,which,behavior,
S0247,9/27/2024,Participative,Moment imagine community yeah real administration article.,Moment,imagine,community,yeah,real,administration,article
S0247,3/6/2025,Late,Smile marriage hair hot threat power body want.,Smile,marriage,hair,hot,threat,power,body
S0248,12/1/2024,Absent without notice,Doctor work thing happy.,Doctor,work,thing,happy,,,
S0248,12/8/2024,Absent without notice,Drug court hospital remember special financial.,Drug,court,hospital,remember,special,financial,
S0248,8/20/2024,Disruptive,What stage church environmental.,What,stage,church,environmental,,,
S0248,4/4/2025,Helpful,Fish audience son hospital purpose threat green poor.,Fish,audience,son,hospital,purpose,threat,green
S0249,8/21/2024,Disruptive,After trouble market consider challenge.,After,trouble,market,consider,challenge,,
S0249,1/8/2025,Participative,Financial pretty degree popular paper.,Financial,pretty,degree,popular,paper,,
S0249,9/7/2024,Late,Sister billion across poor answer above.,Sister,billion,across,poor,answer,above,
S0250,10/14/2024,Helpful,Generation technology political amount wish west.,Generation,technology,political,amount,wish,west,
S0250,1/8/2025,Absent without notice,Floor who admit east every.,Floor,who,admit,east,every,,
S0250,2/27/2025,Disruptive,Nor pick center each reality market answer space.,Nor,pick,center,each,reality,market,answer
S0250,4/24/2025,Late,Process ask onto pay trial yet open return.,Process,ask,onto,pay,trial,yet,open
